0	1.0	0.0	1	1.0	1.0	1.0	1	0	50000	0	0	0	0	0	0	0	0	0
1	1.0	0.0	1	1.0	1.0	1.0	1	0	47600	2341	59	0	0	0	0	0	0	0
2	1.0	0.0	1	1.0	1.0	1.0	1	0	32984	14103	2606	284	23	0	0	0	0	0
3	1.0	0.0	1	1.0	1.0	1.0	1	0	14934	19424	11026	3676	826	104	10	0	0	0
4	1.0	0.0	1	1.0	1.0	1.0	1	0	5249	13401	15382	10163	4355	1188	234	26	2	0
5	1.00002	1.99996e-05	1	1.0	1.0	1.0	2	0	1747	7066	12774	13514	9188	4224	1213	255	19	0
6	1.0001	9.999e-05	1	1.0	1.0	1.0	2	0	602	3516	8892	12930	12217	7528	3339	837	139	0
7	1.00058	0.0005796636	1	1.0	1.0	1.0	2	0	244	1895	5862	10864	13031	10356	5557	1810	381	0
8	1.00138	0.0013780956	1	1.0	1.0	1.0	2	0	136	1098	4212	8966	12701	11856	7393	2966	672	0
9	1.00228	0.0023148016	1	1.0	1.0	1.0	3	0	78	740	3175	7744	12061	12609	8659	3925	1009	0
10	1.00372	0.0037061616	1	1.0	1.0	1.0	2	0	52	581	2664	6872	11392	12807	9623	4663	1346	0
11	1.00452	0.00457956960001	1	1.0	1.0	1.0	3	0	58	454	2211	6131	10973	13026	10417	5211	1519	0
12	1.00444	0.0044602864	1	1.0	1.0	1.0	3	0	36	370	1854	5622	10424	13116	10893	5883	1802	0
13	1.00546	0.0055101884	1	1.0	1.0	1.0	3	0	31	365	1830	5272	10121	12999	11112	6320	1950	0
14	1.00584	0.0058858944	1	1.0	1.0	1.0	3	0	39	280	1598	4942	9724	13152	11586	6526	2153	0
15	1.00678	0.0069340316	1	1.0	1.0	1.0	3	0	19	269	1477	4692	9603	12924	11743	6936	2337	0
16	1.00748	0.0075840496	1	1.0	1.0	1.0	3	0	18	242	1304	4466	9309	12985	11956	7267	2453	0
17	1.00864	0.00872535039999	1	1.0	1.0	1.0	3	0	15	235	1273	4224	9046	12757	12348	7445	2657	0
18	1.0099	0.01000199	1	1.0	1.0	1.0	3	0	8	204	1157	3965	8805	12767	12491	7879	2724	0
19	1.00998	0.0100003996	1	1.0	1.0	1.0	3	0	16	179	1093	3685	8303	12676	12715	8268	3065	0
20	1.01102	0.0111785596	1	1.0	1.0	1.0	3	0	14	197	962	3645	8139	12684	12797	8352	3210	0
21	1.01146	0.0115286684	1	1.0	1.0	1.0	3	0	9	137	896	3384	7963	12387	13093	8787	3344	0
22	1.01248	0.0128042496	1	1.0	1.0	1.0	3	0	7	135	893	3177	7777	12378	13011	9093	3529	0
23	1.01384	0.0139284544	1	1.0	1.0	1.0	3	0	4	94	831	3028	7522	12191	13351	9200	3779	0
24	1.0159	0.01600719	1	1.0	1.0	1.0	3	0	4	100	694	2860	7212	12163	13358	9579	4030	0
25	1.01636	0.0166123504	1	1.0	1.0	1.0	3	0	4	92	635	2646	6884	11783	13648	10036	4272	0
26	1.01922	0.0197705916	1	1.0	1.0	1.0	4	0	4	92	578	2441	6638	11787	13478	10346	4636	0
27	1.01828	0.0188258416	1	1.0	1.0	1.0	3	0	4	78	528	2274	6391	11287	13843	10748	4847	0
28	1.02034	0.0208862844	1	1.0	1.0	1.0	4	0	5	73	490	2231	6026	11137	14171	10818	5049	0
29	1.02332	0.0235361776	1	1.0	1.0	1.0	3	0	3	68	428	1969	5707	10846	14198	11342	5439	0
30	1.02316	0.0235436144	1	1.0	1.0	1.0	3	0	2	48	398	1849	5561	10726	14119	11623	5674	0
31	1.02568	0.0255805376	1	1.0	1.0	1.0	4	0	4	47	366	1751	5258	10572	14144	11927	5931	0
32	1.0284	0.02943344	1	1.0	1.0	1.0	4	0	4	38	355	1627	4904	10405	14002	12433	6232	0
33	1.02974	0.0300555324	1	1.0	1.0	1.0	3	0	0	45	316	1491	4847	9944	13979	12657	6721	0
34	1.03474	0.0356131324	1	1.0	1.0	1.0	4	0	3	33	292	1330	4453	9683	13874	13175	7157	0
35	1.0372	0.03825616	1	1.0	1.0	1.0	3	0	1	21	240	1300	4318	9381	13961	13300	7478	0
36	1.0386	0.04051004	1	1.0	1.0	1.0	5	0	1	30	189	1220	3986	9109	13981	13629	7855	0
37	1.04218	0.0430808476	1	1.0	1.0	1.0	4	0	0	27	210	1118	3700	8893	13936	14125	7991	0
38	1.0454	0.04753884	1	1.0	1.0	1.0	4	0	0	25	160	987	3541	8600	13828	14261	8598	0
39	1.04866	0.0518522044	1	1.0	1.0	1.0	4	0	1	15	170	909	3317	8266	13643	14603	9076	0
40	1.0543	0.0586315100001	1	1.0	1.0	1.0	5	0	0	21	141	806	3183	7891	13696	14770	9492	0
41	1.05984	0.0636991743999	1	1.0	1.0	1.0	4	0	1	14	118	720	2873	7780	13389	15246	9859	0
42	1.06012	0.0639055856	1	1.0	1.0	1.0	5	0	0	8	110	664	2677	7328	13342	15426	10445	0
43	1.06976	0.0741335424001	1	1.0	1.0	1.0	4	0	0	8	89	588	2595	7022	13126	15619	10953	0
44	1.07506	0.0811859964	1	1.0	1.0	1.0	5	0	0	3	93	520	2353	6579	12911	16011	11530	0
45	1.079	0.085959	1	1.0	1.0	1.0	5	0	1	10	65	487	2178	6373	12711	16138	12037	0
46	1.08676	0.0927527024	1	1.0	1.0	1.0	5	0	1	4	59	477	2092	6263	12336	16183	12585	0
47	1.09252	0.1015600496	1	1.0	1.0	1.0	6	0	0	3	56	378	1801	5827	12203	16649	13083	0
48	1.09994	0.1089919964	1	1.0	1.0	1.0	5	0	1	3	54	327	1660	5465	11837	16820	13833	0
49	1.10714	0.1173410204	1	1.0	1.0	1.0	5	0	0	4	34	292	1557	5231	11863	16841	14178	0
50	1.1179	0.13115959	1	1.0	1.0	1.0	5	0	0	3	33	279	1403	4931	11382	17014	14955	0
51	1.12524	0.1428349424	1	1.0	1.0	1.0	7	0	0	4	13	231	1288	4616	11067	17293	15488	0
52	1.13466	0.1534466844	1	1.0	1.0	1.0	6	0	0	2	19	205	1077	4301	10742	17278	16376	0
53	1.14756	0.1708260464	1	1.0	1.0	1.0	7	0	0	1	24	154	1037	3961	10380	17422	17021	0
54	1.15666	0.1841976444	1	1.0	1.0	1.0	6	0	0	2	17	159	923	3724	10092	17368	17715	0
55	1.16962	0.1963290556	1	1.0	1.0	1.0	7	0	0	0	14	124	876	3488	9614	17624	18260	0
56	1.18186	0.2172269404	1	1.0	1.0	1.0	7	0	0	0	14	113	730	3228	9317	17456	19142	0
57	1.19896	0.2346949184	1	1.0	1.0	1.0	6	0	0	0	10	107	646	2874	9090	17428	19845	0
58	1.21586	0.2609844604	1	1.0	1.0	1.0	7	0	0	0	11	75	564	2707	8652	17405	20586	0
59	1.2346	0.29304284	1	1.0	1.0	1.0	8	0	0	0	6	67	508	2457	8221	17443	21298	0
60	1.25714	0.3284190204	1	1.0	1.0	1.0	7	0	0	0	8	53	469	2302	7744	17326	22098	0
61	1.27368	0.3543392576	1	1.0	1.0	1.0	8	0	0	0	6	45	407	2071	7583	16860	23028	0
62	1.29674	0.3802053724	1	1.0	1.0	1.0	9	0	0	0	3	35	342	1878	6961	16880	23901	0
63	1.31844	0.4195559664	1	1.0	1.0	1.0	8	0	0	0	2	23	295	1796	6704	16727	24453	0
64	1.34932	0.4717355376	1	1.0	1.0	1.0	9	0	0	1	4	28	241	1463	6356	16498	25409	0
65	1.37454	0.5100197884	1	1.0	1.0	1.0	9	0	0	0	1	28	217	1333	5818	16526	26077	0
66	1.39674	0.5584973724	1	1.0	1.0	1.0	10	0	0	0	2	23	206	1220	5606	16081	26862	0
67	1.43984	0.6337807744	1	1.0	1.0	1.0	11	0	0	0	0	12	151	1120	4997	15673	28047	0
68	1.47658	0.6978115036	1	1.0	1.0	1.0	10	0	0	0	1	10	138	968	4776	15333	28774	0
69	1.52372	0.7940773616	1	1.0	1.0	1.0	11	0	0	0	0	8	105	804	4433	14839	29811	0
70	1.56278	0.8618586716	1	1.0	1.0	1.0	11	0	0	0	0	6	82	716	4135	14568	30493	0
71	1.61634	0.9996250044	1	1.0	1.0	1.0	12	0	0	0	0	3	73	577	3688	14296	31363	0
72	1.68418	1.1551977276	1	1.0	1.0	1.0	12	0	0	0	0	3	71	541	3328	13641	32416	0
73	1.74578	1.2943921916	1	1.0	1.0	1.0	14	0	0	0	0	3	56	430	3033	13221	33257	0
74	1.81372	1.4821397616	1	1.0	1.0	1.0	15	0	0	0	0	4	25	405	2687	12662	34217	0
75	1.90046	1.7072717884	1	1.0	1.0	1.0	17	0	0	0	0	1	43	328	2452	12231	34945	0
76	1.99086	1.9443364604	1	1.0	2.0	2.0	14	0	0	0	0	2	21	247	2174	11689	35867	0
77	2.0815	2.24713775	1	1.0	2.0	3.0	19	0	0	0	0	2	16	215	1931	11031	36805	0
78	2.20874	2.6455276124	1	1.0	2.0	3.0	21	0	0	0	0	0	8	161	1653	10535	37643	0
79	2.32184	3.0885790144	1	1.0	2.0	3.0	19	0	0	0	0	2	10	157	1530	9941	38360	0
80	2.48692	3.7110289136	1	1.0	2.0	3.0	32	0	0	0	0	0	6	122	1286	9319	39266	1
81	2.67394	4.4837448764	1	1.0	2.0	3.0	27	0	0	0	0	0	7	92	1133	8522	40246	0
82	2.87626	5.4315084124	1	1.0	2.0	3.0	28	0	0	0	0	1	2	80	924	7979	41014	0
83	3.11494	6.5664087964	1	1.0	2.0	3.0	27	0	0	0	0	0	0	50	762	7446	41742	0
84	3.39792	8.1090196736	1	1.0	2.0	3.0	29	0	0	0	0	0	2	36	627	6897	42438	0
85	3.71184	10.0543238144	1	1.0	3.0	5.0	32	0	0	0	0	0	0	23	502	6056	43417	2
