86	4.14882	12.8953526076	1	1.0	3.0	5.0	32	0	0	0	0	0	0	16	379	5479	44120	6
87	4.64458	16.7299366236	1	1.0	3.0	5.0	32	0	0	0	0	0	0	10	328	4893	44747	22
88	5.33354	22.7709310684	1	2.0	4.0	7.0	32	0	0	0	0	0	0	4	252	4317	45353	74
89	6.12498	30.7293599996	1	2.0	4.0	7.0	32	0	0	0	0	0	0	4	188	3719	45916	173
90	7.10156	40.5224855664	1	2.0	5.0	9.0	32	0	0	0	0	0	0	5	133	3001	46452	409
91	8.47788	55.3869507056	1	3.0	6.0	11.0	32	0	0	0	0	0	0	3	86	2499	46402	1010
92	10.15318	73.4815958876	1	3.0	7.0	13.0	32	0	0	0	0	0	0	0	45	2034	45817	2104
93	12.20228	94.0673628016	1	4.0	9.0	17.0	32	0	0	0	0	0	0	1	29	1564	44275	4131
94	15.02702	114.80164992	1	6.0	13.0	24.0	32	0	0	0	0	0	0	0	14	1065	41029	7892
95	18.20522	127.968504752	1	7.0	17.0	32.0	32	0	0	0	0	0	0	0	8	636	35871	13485
96	21.8965	124.14442775	1	11.0	27.0	32.0	32	0	0	0	0	0	0	0	1	340	28169	21490
97	25.54102	99.1176773596	1	14.0	32.0	32.0	32	0	0	0	0	0	0	0	1	110	19144	30745
98	28.84548	57.2738435696	1	15.0	32.0	32.0	32	0	0	0	0	0	0	0	0	28	9808	40164
99	31.1582	17.01801276	1	16.0	32.0	32.0	32	0	0	0	0	0	0	0	0	3	2714	47283
100	32.0	0.0	32	32.0	32.0	32.0	32	0	0	0	0	0	0	0	0	0	0	50000
