0	1.0	0.0	1	1.0	1.0	1.0	1	0	500	0
1	1.002	0.001996	1	1.0	1.0	1.0	2	0	500	0
2	1.054	0.051084	1	1.0	1.0	1.0	2	0	500	0
3	1.158	0.181036	1	1.0	1.0	1.0	4	0	500	0
4	1.33	0.4251	1	1.0	1.0	1.0	5	0	500	0
5	1.512	0.713856	1	1.0	1.0	1.0	7	0	500	0
6	1.63	1.2251	1	1.0	1.0	1.0	11	0	500	0
7	1.784	1.453344	1	1.0	1.0	1.0	8	0	500	0
8	1.988	2.339856	1	1.0	2.0	2.0	15	0	500	0
9	2.05	2.0755	1	1.0	2.0	2.0	11	0	500	0
10	2.038	2.016556	1	1.0	2.0	2.0	11	0	500	0
11	2.374	3.546124	1	1.0	2.0	3.0	12	0	500	0
12	2.34	2.6884	1	1.0	2.0	3.0	11	0	500	0
13	2.182	2.556876	1	1.0	2.0	3.0	12	0	500	0
14	2.29	2.9979	1	1.0	2.0	3.0	11	0	500	0
15	2.396	2.951184	1	1.0	2.0	3.0	13	0	500	0
16	2.464	3.872704	1	1.0	2.0	3.0	14	0	500	0
17	2.428	3.204816	1	1.0	2.0	3.0	12	0	500	0
18	2.35	2.6795	1	1.0	2.0	3.0	10	0	500	0
19	2.552	3.483296	1	1.0	2.0	3.0	11	0	500	0
20	2.434	3.517644	1	1.0	2.0	3.0	14	0	500	0
21	2.618	3.724076	1	1.0	2.0	3.0	12	0	500	0
22	2.648	3.964096	1	1.0	2.0	3.0	13	0	500	0
23	2.68	4.9376	1	1.0	2.0	3.0	19	0	500	0
24	2.714	4.600204	1	1.0	2.0	3.0	16	0	500	0
25	2.912	6.048256	1	1.0	2.0	3.0	14	0	500	0
26	2.77	5.2651	1	1.0	2.0	3.0	18	0	500	0
27	2.728	4.414016	1	1.0	2.0	3.0	17	0	500	0
28	2.876	4.528624	1	1.0	2.0	3.0	14	0	500	0
29	3.03	6.0851	1	1.0	2.0	3.0	25	0	500	0
30	2.924	6.086224	1	1.0	2.0	3.0	15	0	500	0
31	2.916	4.860944	1	1.0	2.0	3.0	15	0	500	0
32	3.26	7.5684	1	1.0	2.0	3.0	19	0	500	0
33	3.306	7.576364	1	1.0	2.0	3.0	21	0	500	0
34	3.052	7.661296	1	1.0	2.0	3.0	28	0	500	0
35	3.116	6.882544	1	1.0	2.0	3.0	20	0	500	0
36	3.186	6.531404	1	1.0	2.0	3.0	17	0	500	0
37	3.222	9.548716	1	1.0	2.0	3.0	25	0	500	0
38	3.678	8.774316	1	1.0	3.0	4.0	17	0	500	0
39	3.242	7.723436	1	1.0	2.0	3.0	19	0	500	0
40	3.41	8.5579	1	1.0	3.0	4.0	25	0	500	0
41	3.384	6.996544	1	1.0	3.0	5.0	18	0	500	0
42	3.576	10.516224	1	1.0	3.0	4.0	26	0	500	0
43	3.832	10.367776	1	1.0	3.0	5.0	22	0	500	0
44	3.946	12.695084	1	1.0	3.0	5.0	27	0	500	0
45	3.898	10.551596	1	1.0	3.0	5.0	22	0	500	0
46	3.974	11.009324	1	1.0	3.0	5.0	28	0	500	0
47	4.032	10.778976	1	1.0	3.0	5.0	20	0	500	0
48	3.97	10.2571	1	1.0	3.0	5.0	18	0	500	0
49	4.408	16.041536	1	1.0	3.0	5.0	26	0	500	0
50	4.42	14.7276	1	1.0	3.0	5.0	28	0	500	0
51	4.33	14.9811	1	1.0	3.0	5.0	30	0	500	0
52	4.398	15.731596	1	1.0	3.0	6.0	32	0	499	1
53	4.786	17.304204	1	1.0	3.0	6.0	25	0	500	0
54	5.258	22.603436	1	2.0	4.0	7.0	32	0	500	0
55	5.13	21.5971	1	2.0	4.0	7.0	31	0	500	0
56	5.576	22.284224	1	2.0	4.0	7.0	30	0	500	0
57	5.176	20.825024	1	2.0	4.0	7.0	32	0	499	1
58	5.322	22.326316	1	2.0	4.0	7.0	30	0	500	0
59	5.886	27.905004	1	2.0	4.0	7.0	32	0	498	2
60	6.094	29.553164	1	2.0	4.0	7.0	32	0	499	1
61	5.894	27.034764	1	2.0	4.0	7.0	32	0	499	1
62	6.138	29.998956	1	2.0	4.0	8.0	32	0	498	2
63	6.878	40.219116	1	2.0	5.0	9.0	32	0	494	6
64	6.662	35.071756	1	2.0	5.0	9.0	32	0	498	2
65	7.056	36.980864	1	2.0	5.0	9.0	32	0	499	1
66	7.9	46.482	1	2.0	6.0	10.0	32	0	489	11
67	7.642	51.753836	1	2.0	5.0	9.0	32	0	487	13
68	8.238	57.705356	1	2.0	5.0	11.0	32	0	489	11
69	9.252	61.392496	1	3.0	7.0	13.0	32	0	483	17
70	9.208	60.976736	1	3.0	7.0	12.0	32	0	487	13
71	9.206	65.447564	1	3.0	6.0	12.0	32	0	488	12
72	10.774	79.366924	1	3.0	8.0	15.0	32	0	479	21
73	10.732	80.240176	1	3.0	8.0	14.0	32	0	471	29
74	11.24	84.7904	1	4.0	8.0	16.0	32	0	468	32
75	11.402	86.812396	1	4.0	9.0	16.0	32	0	467	33
76	11.688	96.478656	1	4.0	9.0	18.0	32	0	460	40
77	12.944	103.624864	1	4.0	10.0	19.0	32	0	442	58
78	13.566	106.645644	1	4.0	10.0	21.0	32	0	443	57
79	14.568	107.429376	1	5.0	12.0	22.0	32	0	436	64
80	15.144	113.007264	1	5.0	13.0	24.0	32	0	427	73
81	15.468	119.980976	1	5.0	13.0	25.0	32	0	414	86
82	16.942	127.290636	1	6.0	15.0	29.0	32	0	395	105
83	17.992	129.047936	1	7.0	17.0	32.0	32	0	365	135
84	19.306	133.080364	1	8.0	19.0	32.0	32	0	341	159
85	19.03	124.2811	1	8.0	19.0	32.0	32	0	351	149
86	20.688	122.806656	1	10.0	23.0	32.0	32	0	314	186
87	22.622	118.951116	1	13.0	29.0	32.0	32	0	281	219
88	23.098	113.960396	1	14.0	30.0	32.0	32	0	261	239
89	24.282	107.958476	1	14.0	32.0	32.0	32	0	224	276
90	24.806	110.908364	1	13.0	32.0	32.0	32	0	209	291
91	26.332	90.157776	1	15.0	32.0	32.0	32	0	176	324
92	27.488	78.181856	1	13.0	32.0	32.0	32	0	131	369
93	28.514	59.993804	1	16.0	32.0	32.0	32	0	111	389
94	29.466	43.740844	1	19.0	32.0	32.0	32	0	92	408
95	30.0	38.396	1	15.0	32.0	32.0	32	0	64	436
96	30.584	27.522944	1	14.0	32.0	32.0	32	0	46	454
97	30.94	23.4844	1	14.0	32.0	32.0	32	0	31	469
98	31.47	10.7891	2	17.0	32.0	32.0	32	0	16	484
99	31.938	1.398156	6	27.0	32.0	32.0	32	0	2	498
100	32.0	0.0	32	32.0	32.0	32.0	32	0	0	500
