0	0.0	0.0	0	0.0	0.0	0.0	0
5	0.09	0.0819	0	0.0	0.0	0.0	1
10	0.43	0.7851	0	0.0	0.0	0.0	5
15	1.13	2.4931	0	0.0	1.0	2.0	8
20	1.96	9.9384	0	0.0	1.0	2.0	25
25	2.15	9.4475	0	0.0	1.0	2.0	23
30	3.99	34.7099	0	0.0	2.0	5.0	32
35	3.26	24.1924	0	0.0	2.0	4.0	32
40	3.17	24.5011	0	0.0	2.0	4.0	32
45	3.25	17.7675	0	0.0	2.0	4.0	32
50	5.19	62.7939	0	0.0	2.0	4.0	32
55	5.46	48.6484	0	1.0	3.0	9.0	32
60	4.96	48.9984	0	0.0	2.0	6.0	32
65	5.34	46.1444	0	1.0	3.0	6.0	32
70	7.57	66.5051	0	2.0	5.0	11.0	32
75	6.59	59.4219	0	1.0	4.0	8.0	32
80	7.41	71.6019	0	1.0	4.0	10.0	32
85	9.53	90.6491	0	2.0	7.0	14.0	32
90	12.4	130.24	0	2.0	8.0	18.0	32
95	16.85	135.4075	0	6.0	15.0	32.0	32
100	32.0	0.0	32	32.0	32.0	32.0	32
